order_id,courier,order_date,promised_date,delivered_date,delay_days,city,zone,category,weight_kg
AMZ108955,XpressBees,2025-09-08,2025-09-09,2025-09-13,4,Pune,Central,Books,2.02
AMZ104166,Delhivery,2024-12-30,2025-01-01,2025-01-05,4,Mumbai,Central,Electronics,1.48
AMZ104490,DTDC,2025-02-03,2025-02-04,2025-02-04,0,Chennai,South,Clothing,1.19
AMZ102365,Delhivery,2024-04-14,2024-04-15,2024-04-15,0,Delhi,Central,Clothing,0.1
AMZ103909,GATI,2024-04-08,2024-04-09,2024-04-10,1,Kolkata,West,Books,0.17
AMZ105095,BlueDart,2025-05-03,2025-05-05,2025-05-05,0,Chennai,West,Electronics,0.98
AMZ101406,BlueDart,2025-11-06,2025-11-11,2025-11-13,2,Mumbai,West,Grocery,0.39
AMZ104570,BlueDart,2024-05-27,2024-06-02,2024-06-04,2,Pune,Central,Toys,1.31
AMZ105567,Ekart,2024-09-08,2024-09-12,2024-09-11,-1,Chennai,South,Grocery,1.06
AMZ108438,Amazon Logistics,2025-10-22,2025-10-24,2025-10-26,2,Chennai,Central,Grocery,1.05
AMZ104549,Ekart,2025-01-19,2025-01-20,2025-01-23,3,Delhi,East,Beauty,0.91
AMZ100580,BlueDart,2024-11-21,2024-12-05,2024-12-07,2,Bangalore,North,Toys,3.88
AMZ102484,Ekart,2024-04-12,2024-04-13,2024-04-14,1,Chennai,South,Clothing,0.99
AMZ104867,DTDC,2024-12-25,2024-12-27,2024-12-28,1,Kolkata,East,Books,1.06
AMZ107040,Delhivery,2025-07-24,2025-07-27,2025-07-28,1,Pune,North,Beauty,0.37
AMZ101697,Amazon Logistics,2024-06-30,2024-07-01,2024-06-29,-2,Mumbai,West,Electronics,0.41
AMZ106758,Amazon Logistics,2025-10-18,2025-10-21,2025-10-21,0,Hyderabad,East,Electronics,0.74
AMZ109753,GATI,2024-04-11,2024-04-14,2024-04-16,2,Hyderabad,West,Books,3.1
AMZ101411,Ekart,2024-02-02,2024-02-04,2024-02-05,1,Hyderabad,Central,Books,1.57
AMZ107648,Delhivery,2024-02-11,2024-02-12,2024-02-15,3,Udupi,North,Toys,0.23
AMZ102509,XpressBees,2025-09-05,2025-09-06,2025-09-08,2,Mumbai,Central,Grocery,3.16
AMZ105258,Delhivery,2024-07-21,2024-07-23,2024-07-25,2,Pune,Central,Toys,1.27
AMZ105519,Ekart,2025-07-27,2025-07-30,2025-08-02,3,Pune,North,Electronics,0.53
AMZ100308,BlueDart,2024-03-15,2024-03-16,2024-03-17,1,Bangalore,Central,Books,0.61
AMZ102962,Ekart,2024-08-12,2024-08-16,2024-08-16,0,Bangalore,West,Home & Kitchen,1.34
AMZ103103,Delhivery,2025-09-10,2025-09-13,2025-09-13,0,Pune,South,Grocery,2.05
AMZ102628,,2025-03-20,2025-03-26,2025-03-28,2,Bangalore,South,Home & Kitchen,0.37
AMZ100517,DTDC,2025-04-12,2025-04-26,2025-04-29,3,Hyderabad,East,Books,0.4
AMZ106145,,2024-05-14,2024-05-24,2024-05-24,0,Delhi,North,Clothing,2.05
AMZ104906,Shiprocket,2024-05-18,2024-05-20,2024-05-22,2,Kolkata,South,Books,4.57
AMZ100506,GATI,2025-09-02,2025-09-03,2025-09-06,3,Hyderabad,West,Beauty,2.1
AMZ102504,Ekart,2024-06-25,2024-06-26,2024-06-27,1,Mumbai,West,Clothing,0.6
AMZ107583,Shiprocket,2025-03-06,2025-03-09,2025-03-11,2,Delhi,West,Toys,1.06
AMZ105072,BlueDart,2024-08-11,2024-08-14,2024-08-17,3,Delhi,Central,Grocery,2.82
AMZ107676,BlueDart,2024-03-08,2024-03-10,2024-03-11,1,Chennai,East,Home & Kitchen,0.1
AMZ102684,Delhivery,2024-10-01,2024-10-05,2024-10-07,2,Delhi,West,Toys,0.49
AMZ109927,E-kart,2025-05-14,2025-05-16,2025-05-18,2,Hyderabad,West,Home & Kitchen,0.93
AMZ100351,Ekart,2025-10-22,2025-10-23,2025-10-23,0,Delhi,Central,Electronics,0.17
AMZ101983,Amazon Logistics,2024-09-26,2024-09-29,2024-10-02,3,Hyderabad,North,Clothing,4.63
AMZ107714,Ekart,2024-08-28,2024-09-03,2024-09-03,0,Mumbai,South,Grocery,0.1
AMZ105730,BlueDart,2024-06-25,2024-06-26,2024-06-27,1,Mumbai,East,Grocery,0.16
AMZ102416,DTDC,2025-03-21,2025-03-24,2025-03-28,4,Bangalore,North,Electronics,2.27
AMZ100338,,2024-03-27,2024-03-30,2024-03-30,0,Kolkata,West,Home & Kitchen,0.72
AMZ104608,Delhivery,2025-05-14,2025-05-19,2025-05-20,1,Mumbai,Central,Home & Kitchen,0.68
AMZ100713,Amazon Logistics,2024-04-23,2024-04-26,2024-04-27,1,Bangalore,East,Electronics,2.18
AMZ107692,XpressBees,2024-07-09,2024-07-23,2024-07-23,0,Mumbai,North,Grocery,0.29
AMZ100887,Delhivery,2024-06-13,2024-06-27,2024-06-28,1,Chennai,South,Books,0.61
AMZ109729,Delhivery,2025-05-05,2025-05-06,2025-05-07,1,Hyderabad,Central,Home & Kitchen,3.36
AMZ109385,BlueDart,2025-11-07,2025-11-10,2025-11-13,3,Pune,South,Toys,1.16
AMZ100384,Ekart,2024-01-01,2024-01-02,2024-01-04,2,Kolkata,South,Home & Kitchen,2.03
AMZ107919,Ekart,2024-01-19,2024-01-20,2024-01-22,2,Kochi,South,Beauty,1.3
AMZ109486,Amazon Logistics,2025-08-02,2025-08-05,2025-08-06,1,Pune,North,Toys,2.17
AMZ102576,XpressBees,2025-08-27,2025-08-28,2025-08-30,2,Mumbai,East,Beauty,2.92
AMZ102850,Ekart,2025-01-22,2025-01-24,2025-01-25,1,Chennai,West,Home & Kitchen,0.99
AMZ103810,Ekart,2025-05-27,2025-05-29,2025-05-31,2,Delhi,West,Beauty,0.43
AMZ109991,Delhivery,2024-12-10,2024-12-11,2024-12-14,3,Delhi,North,Beauty,0.24
AMZ103194,Ekart,2024-05-11,2024-05-14,2024-05-17,3,Mumbai,Central,Home & Kitchen,0.3
AMZ105618,GATI,2025-04-04,2025-04-06,2025-04-13,7,Mumbai,East,Books,0.62
AMZ100787,XpressBees,2025-06-29,2025-06-30,2025-06-30,0,Hyderabad,North,Grocery,1.08
AMZ106128,XpressBees,2025-01-28,2025-01-29,2025-02-01,3,Bangalore,East,Electronics,0.77
AMZ106802,Ekart,2024-10-22,2024-10-27,2024-10-28,1,Ahmedabad,North,Home & Kitchen,0.26
AMZ101187,XpressBees,2024-08-15,2024-08-17,2024-08-18,1,Bangalore,South,Grocery,1.25
AMZ104148,Ekart,2024-01-02,2024-01-04,2024-01-08,4,Delhi,North,Grocery,1.48
AMZ108597,XpressBees,2024-06-14,2024-06-20,2024-06-23,3,Bangalore,Central,Books,2.6
AMZ104452,DTDC,2024-11-07,2024-11-08,2024-11-12,4,Delhi,West,Home & Kitchen,0.9
AMZ105228,BlueDart,2024-01-30,2024-01-31,2024-02-01,1,Udupi,Central,Clothing,0.93
AMZ105504,XpressBees,2025-04-24,2025-04-25,2025-04-28,3,Bangalore,Central,Clothing,1.98
AMZ106146,Delhivery,2024-01-18,2024-01-20,2024-01-23,3,Hyderabad,West,Grocery,0.19
AMZ107899,DTDC,2025-05-29,2025-06-04,2025-06-04,0,Delhi,Central,Books,0.13
AMZ103150,Ekart,2025-11-06,2025-11-08,2025-11-10,2,Delhi,South,Home & Kitchen,0.43
AMZ106875,Delhivery,2025-04-30,2025-05-03,2025-05-04,1,Chennai,South,Clothing,0.1
AMZ101435,GATI,2025-09-19,2025-09-21,2025-09-24,3,Hyderabad,North,Clothing,0.81
AMZ109684,Delhivery,2024-09-03,2024-09-06,2024-09-08,2,Delhi,South,Electronics,0.82
AMZ107761,Ekart,2024-10-24,2024-10-26,2024-10-26,0,Delhi,Central,Beauty,0.29
AMZ102657,Delhivery,2024-02-16,2024-02-18,2024-02-19,1,Ahmedabad,Central,Beauty,0.36
AMZ109167,Delhivery,2024-02-18,2024-02-24,2024-02-28,4,Mumbai,East,Electronics,0.41
AMZ108749,Shiprocket,2025-06-27,2025-06-29,2025-06-29,0,Bangalore,South,Electronics,0.78
AMZ102619,DTDC,2024-03-16,2024-03-19,2024-03-21,2,Delhi,Central,Electronics,0.1
AMZ108214,Delhivery,2025-07-04,2025-07-07,2025-07-08,1,Ahmedabad,Central,Beauty,1.17
AMZ106715,Ekart,2024-10-03,2024-10-06,2024-10-07,1,Kolkata,East,Beauty,2.25
AMZ103716,XpressBees,2024-08-04,2024-08-06,2024-08-08,2,Mumbai,North,Electronics,0.1
AMZ103392,Delhivery,2025-11-10,2025-11-16,2025-11-19,3,Hyderabad,North,Electronics,0.43
AMZ109359,Delhivery,2025-02-26,2025-03-04,2025-03-04,0,Bangalore,South,Electronics,0.1
AMZ104828,DTDC,2024-12-09,2024-12-19,2024-12-21,2,Mumbai,North,Home & Kitchen,0.16
AMZ104359,BlueDart,2024-03-04,2024-03-06,2024-03-09,3,Bangalore,East,Electronics,1.18
AMZ105303,GATI,2025-06-13,2025-06-16,2025-06-17,1,Mumbai,North,Grocery,1.56
AMZ107131,BlueDart,2024-01-31,2024-02-04,2024-02-05,1,Chennai,North,Electronics,2.22
AMZ103324,Delhivery,2025-02-24,2025-02-25,2025-02-26,1,Mumbai,Central,Home & Kitchen,3.24
AMZ102752,Amazon Logistics,2024-12-26,2024-12-29,2025-01-01,3,Delhi,South,Books,0.25
AMZ104200,Amazon Logistics,2025-03-21,2025-03-25,2025-03-28,3,Ahmedabad,East,Clothing,0.1
AMZ104371,BlueDart,2025-05-29,2025-05-31,2025-06-02,2,Bangalore,South,Clothing,2.25
AMZ106562,Shiprocket,2024-12-19,2024-12-20,2024-12-20,0,Delhi,South,Home & Kitchen,0.76
AMZ109789,XpressBees,2024-07-17,2024-07-18,2024-07-20,2,Kolkata,West,Home & Kitchen,0.85
AMZ103830,Shiprocket,2024-07-07,2024-07-11,2024-07-12,1,Chennai,North,Grocery,1.19
AMZ105422,Delhivery,2025-08-19,2025-08-20,2025-08-23,3,Kolkata,South,Clothing,1.41
AMZ104037,XpressBees,2025-10-13,2025-10-17,2025-10-18,1,Bangalore,North,Books,2.78
AMZ101396,Amazon Logistics,2024-08-17,2024-08-22,2024-08-23,1,Delhi,North,Toys,0.69
AMZ105235,XpressBees,2025-07-26,2025-07-28,2025-07-31,3,Bangalore,Central,Clothing,0.85
AMZ107046,DTDC,2024-05-31,2024-06-04,2024-06-07,3,Kolkata,South,Electronics,1.63
AMZ105715,Ekart,2025-10-01,2025-10-02,2025-10-05,3,Bangalore,West,Grocery,0.1
AMZ109636,Ekart,2024-08-22,2024-08-23,2024-08-25,2,Delhi,Central,Grocery,0.44
AMZ104931,BlueDart,2024-06-06,2024-06-08,2024-06-11,3,Chennai,East,Books,0.59
AMZ106261,Ekart,2024-01-04,2024-01-05,2024-01-06,1,Mumbai,West,Grocery,2.19
AMZ104159,XpressBees,2024-04-14,2024-04-18,2024-04-20,2,Pune,West,Grocery,0.47
AMZ105717,XpressBees,2024-04-28,2024-05-01,2024-05-04,3,Ahmedabad,Central,Books,0.3
AMZ108674,GATI,2024-09-28,2024-09-29,2024-10-02,3,Bangalore,Central,Books,0.88
AMZ107950,Amazon Logistics,2025-08-06,2025-08-09,2025-08-10,1,Kochi,North,Books,3.46
AMZ100191,Ekart,2024-12-17,2024-12-19,2024-12-20,1,Mumbai,North,Home & Kitchen,1.17
AMZ109930,XpressBees,2025-04-02,2025-04-04,2025-04-05,1,Delhi,West,Beauty,0.22
AMZ102236,DTDC,2024-03-04,2024-03-08,2024-03-10,2,Bangalore,South,Home & Kitchen,0.4
AMZ109041,GATI,2024-07-14,2024-07-17,2024-07-17,0,Delhi,North,Clothing,1.21
AMZ107363,Shiprocket,2024-12-02,2024-12-07,2024-12-08,1,Hyderabad,East,Clothing,3.88
AMZ107282,XpressBees,2024-02-28,2024-03-01,2024-03-02,1,Bangalore,Central,Beauty,1.34
AMZ102232,Amazon Logistics,2024-08-22,2024-08-24,2024-08-26,2,Pune,North,Electronics,0.76
AMZ103632,BlueDart,2025-06-14,2025-06-15,2025-06-15,0,Kolkata,West,Grocery,3.03
AMZ104830,Amazon Logistics,2025-03-17,2025-03-22,2025-03-25,3,Kochi,North,Clothing,0.35
AMZ102762,Amazon Logistics,2024-07-08,2024-07-18,2024-07-19,1,Kolkata,West,Clothing,0.19
AMZ104173,GATI,2025-06-24,2025-06-27,2025-06-29,2,Udupi,West,Electronics,0.27
AMZ102766,Amazon Logistics,2025-03-22,2025-03-24,2025-03-24,0,Chennai,Central,Home & Kitchen,0.25
AMZ105134,Amazon Logistics,2025-04-07,2025-04-10,2025-04-11,1,Hyderabad,Central,Clothing,0.7
AMZ109656,Ekart,2025-09-21,2025-09-23,2025-09-25,2,Hyderabad,North,Books,0.68
AMZ106461,Delhivery,2024-01-02,2024-01-03,2024-01-06,3,Mumbai,Central,Beauty,0.39
AMZ109039,Ekart,2025-07-10,2025-07-15,2025-07-18,3,Mumbai,East,Grocery,2.4
AMZ100636,Delhivery,2024-06-27,2024-06-29,2024-07-02,3,Mumbai,West,Grocery,0.1
AMZ105525,BlueDart,2025-08-23,2025-08-24,2025-08-24,0,Chennai,East,Home & Kitchen,0.16
AMZ107378,BlueDart,2025-11-09,2025-11-11,2025-11-09,-2,Chennai,North,Clothing,1.44
AMZ100450,BlueDart,2024-03-31,2024-04-03,2024-04-06,3,Pune,East,Electronics,4.64
AMZ101050,Ekart,2024-07-29,2024-07-31,2024-08-01,1,Delhi,West,Home & Kitchen,0.25
AMZ103876,Amazon Logistics,2025-11-09,2025-11-12,2025-11-13,1,Pune,South,Clothing,0.45
AMZ102538,XpressBees,2025-10-22,2025-10-25,2025-10-25,0,Bangalore,North,Electronics,0.1
AMZ103907,XpressBees,2024-04-30,2024-05-14,2024-05-14,0,Ahmedabad,East,Books,2.76
AMZ109077,GATI,2024-10-31,2024-11-01,2024-11-02,1,Bangalore,South,Electronics,2.53
AMZ106571,Ekart,2024-02-25,2024-02-26,2024-02-27,1,Delhi,East,Books,0.67
AMZ108989,XpressBees,2024-12-25,2024-12-28,2024-12-31,3,Kolkata,North,Clothing,2.4
AMZ102532,Ekart,2025-01-06,2025-01-10,2025-01-13,3,Hyderabad,Central,Home & Kitchen,1.08
AMZ100407,Delhivery,2025-05-26,2025-05-29,2025-05-30,1,Delhi,Central,Clothing,0.49
AMZ104501,Delhivery,2024-03-30,2024-04-04,2024-04-06,2,Hyderabad,West,Clothing,0.33
AMZ101393,Amazon Logistics,2024-04-12,2024-04-16,2024-04-18,2,Hyderabad,Central,Toys,0.57
AMZ103417,Amazon Logistics,2024-11-27,2024-11-29,2024-12-01,2,Bangalore,West,Home & Kitchen,2.34
AMZ109325,Delhivery,2024-08-11,2024-08-12,2024-08-12,0,Hyderabad,West,Clothing,3.2
AMZ103303,XpressBees,2025-11-04,2025-11-07,2025-11-04,-3,Ahmedabad,Central,Electronics,3.29
AMZ107368,Ekart,2024-04-07,2024-04-10,2024-04-11,1,Kolkata,East,Home & Kitchen,0.51
AMZ107610,Ekart,2024-03-08,2024-03-09,2024-03-13,4,Ahmedabad,South,Toys,0.51
AMZ104219,DTDC,2025-08-05,2025-08-08,2025-08-16,8,Mumbai,North,Beauty,0.14
AMZ109548,Delhivery,2024-12-05,2024-12-06,2024-12-11,5,Kochi,North,Home & Kitchen,1.2
AMZ101284,Delhivery,2024-07-09,2024-07-10,2024-07-08,-2,Chennai,North,Clothing,2.17
AMZ108207,BlueDart,2024-09-18,2024-09-21,2024-09-21,0,Hyderabad,Central,Toys,0.69
AMZ108846,Ekart,2025-04-25,2025-04-27,2025-05-14,17,Chennai,Central,Clothing,0.64
AMZ107244,Ekart,2024-01-31,2024-02-06,2024-02-07,1,Delhi,North,Toys,0.97
AMZ101548,XpressBees,2024-11-16,2024-11-18,2024-11-19,1,Bangalore,North,Books,1.5
AMZ102113,DTDC,2024-08-28,2024-09-11,2024-09-12,1,Bangalore,West,Home & Kitchen,0.7
AMZ102544,Shiprocket,2024-02-24,2024-02-29,2024-02-29,0,Ahmedabad,West,Clothing,5.31
AMZ109218,GATI,2025-06-25,2025-06-27,2025-06-30,3,Mumbai,South,Toys,0.48
AMZ102528,XpressBees,2024-07-18,2024-07-23,2024-07-26,3,Hyderabad,East,Grocery,4.66
AMZ103754,GATI,2025-09-18,2025-09-20,2025-09-22,2,Hyderabad,Central,Home & Kitchen,0.42
AMZ107952,BlueDart,2024-07-23,2024-07-25,2024-07-26,1,Mumbai,South,Home & Kitchen,0.1
AMZ104569,Delhivery,2024-12-21,2024-12-23,2024-12-25,2,Chennai,East,Grocery,3.04
AMZ109379,DTDC,2025-01-09,2025-01-13,2025-01-15,2,Chennai,North,Electronics,0.51
AMZ103842,Ekart,2024-12-08,2024-12-15,2024-12-19,4,Kochi,East,Electronics,1.48
AMZ101805,Ekart,2025-10-05,2025-10-07,2025-10-09,2,Hyderabad,East,Home & Kitchen,2.52
AMZ103463,BlueDart,2025-03-29,2025-04-02,2025-04-02,0,Kochi,East,Toys,4.81
AMZ100977,Delhivry,2024-07-23,2024-07-26,2024-07-28,2,Bangalore,South,Electronics,0.51
AMZ109374,Ekart,2025-03-08,2025-03-13,2025-03-13,0,Chennai,North,Home & Kitchen,0.88
AMZ102867,Delhivery,2025-03-11,2025-03-13,2025-03-17,4,Delhi,South,Books,2.88
AMZ101869,Ekart,2024-12-04,2024-12-06,2024-12-07,1,Ahmedabad,South,Beauty,3.45
AMZ103130,DTDC,2025-07-28,2025-07-31,2025-07-31,0,Kolkata,North,Clothing,0.25
AMZ107026,Ekart,2024-06-12,2024-06-14,2024-06-16,2,Chennai,East,Beauty,1.34
AMZ101191,Ekart,2025-08-13,2025-08-16,2025-08-18,2,Bangalore,South,Clothing,2.71
AMZ105270,Ekart,2025-07-07,2025-07-08,2025-07-26,18,Pune,South,Grocery,1.86
AMZ102354,Delhivery,2024-07-05,2024-07-10,2024-07-14,4,Mumbai,West,Books,3.66
AMZ100966,BlueDart,2024-08-29,2024-09-02,2024-09-03,1,Kolkata,Central,Beauty,3.65
AMZ102345,Ekart,2025-01-04,2025-01-08,2025-01-09,1,Pune,West,Electronics,0.58
AMZ108582,XpressBees,2024-01-02,2024-01-04,2024-01-05,1,Delhi,North,Home & Kitchen,0.59
AMZ101640,DTDC,2024-03-31,2024-04-01,2024-04-04,3,Delhi,Central,Toys,0.82
AMZ101658,Ekart,2024-06-25,2024-06-26,2024-06-28,2,Bangalore,South,Clothing,0.77
AMZ100187,XpressBees,2025-10-04,2025-10-06,2025-09-26,-10,Ahmedabad,Central,Clothing,0.42
AMZ104289,Shiprocket,2024-11-23,2024-12-03,2024-12-06,3,Pune,North,Grocery,0.19
AMZ104875,Shiprocket,2025-08-18,2025-08-24,2025-08-27,3,Hyderabad,West,Beauty,0.12
AMZ107239,XpressBees,2025-08-04,2025-08-05,2025-08-06,1,Kochi,West,Electronics,3.29
AMZ103677,BlueDart,2025-04-15,2025-04-18,2025-04-21,3,Pune,West,Beauty,1.22
AMZ103565,Ekart,2024-08-17,2024-08-20,2024-08-24,4,Ahmedabad,North,Books,0.97
AMZ104935,Ekart,2025-05-22,2025-05-24,2025-05-27,3,Mumbai,North,Toys,1.65
AMZ100159,GATI,2025-11-05,2025-11-08,2025-11-09,1,Mumbai,North,Beauty,1.9
AMZ107909,Delhivery,2025-10-06,2025-10-07,2025-10-10,3,Chennai,East,Electronics,0.3
AMZ101819,Amazon Logistics,2024-09-16,2024-09-17,2024-09-17,0,Ahmedabad,West,Grocery,0.47
AMZ100932,XpressBees,2025-03-10,2025-03-17,2025-03-20,3,Chennai,West,Electronics,0.53
AMZ106556,Amazon Logistics,2025-02-24,2025-02-25,2025-03-01,4,Hyderabad,East,Clothing,1.96
AMZ100107,Ekart,2024-11-10,2024-11-11,2024-11-11,0,Bangalore,North,Electronics,0.57
AMZ104147,Delhivery,2024-09-15,2024-09-16,2024-09-16,0,Kolkata,Central,Clothing,0.68
AMZ109518,GATI,2024-10-14,2024-10-16,2024-10-18,2,Hyderabad,Central,Home & Kitchen,0.16
AMZ109176,Ekart,2024-02-11,2024-02-15,2024-02-16,1,Ahmedabad,West,Home & Kitchen,0.1
AMZ108695,XpressBees,2025-08-25,2025-08-28,2025-08-30,2,Mumbai,Central,Toys,0.16
AMZ106692,BlueDart,2025-03-28,2025-03-31,2025-04-01,1,Delhi,North,Clothing,1.42
AMZ100776,BlueDart,2025-03-27,2025-03-29,2025-03-30,1,Bangalore,Central,Clothing,0.76
AMZ109065,Shiprocket,2024-03-14,2024-03-15,2024-03-15,0,Pune,West,Home & Kitchen,1.54
AMZ104788,Ekart,2024-09-02,2024-09-08,2024-09-09,1,Ahmedabad,South,Clothing,0.68
AMZ100956,Shiprocket,2025-06-29,2025-07-02,2025-07-04,2,Kolkata,East,Toys,1.34
AMZ104197,BlueDart,2025-04-11,2025-04-12,2025-04-13,1,Kochi,Central,Electronics,0.25
AMZ100326,Amazon Logistics,2024-04-07,2024-04-08,2024-04-11,3,Hyderabad,East,Books,1.6
AMZ108759,GATI,2025-05-20,2025-05-23,2025-05-26,3,Mumbai,North,Books,0.1
AMZ101508,Shiprocket,2025-01-01,2025-01-02,2025-01-04,2,Kochi,East,Home & Kitchen,1.14
AMZ102473,Delhivery,2024-01-08,2024-01-14,2024-01-14,0,Bangalore,North,Clothing,0.1
AMZ105987,Ekart,2024-09-23,2024-09-25,2024-09-27,2,Mumbai,East,Toys,1.3
AMZ106286,XpressBees,2025-06-23,2025-06-25,2025-06-25,0,Hyderabad,West,Clothing,2.81
AMZ106703,Delhivery,2025-04-27,2025-05-01,2025-05-01,0,Chennai,South,Grocery,0.23
AMZ105891,Amazon Logistics,2025-02-14,2025-02-19,2025-02-20,1,Chennai,South,Electronics,0.11
AMZ103316,BlueDart,2024-08-13,2024-08-16,2024-08-19,3,Ahmedabad,West,Beauty,0.1
AMZ106142,Delhivery,2024-09-24,2024-09-27,2024-09-27,0,Delhi,West,Home & Kitchen,0.81
AMZ103381,XpressBees,2024-03-07,2024-03-13,2024-03-14,1,Chennai,East,Electronics,0.18
AMZ106330,BlueDart,2025-03-16,2025-03-20,2025-03-23,3,Kolkata,South,Clothing,0.1
AMZ106176,XpressBees,2024-01-31,2024-02-03,2024-02-07,4,Kochi,West,Electronics,2.31
AMZ107682,Ekart,2025-08-14,2025-08-16,2025-08-17,1,Kolkata,Central,Electronics,0.96
AMZ102593,Delhivery,2024-06-04,2024-06-05,2024-06-09,4,Mumbai,East,Clothing,4.29
AMZ106087,Shiprocket,2025-03-18,2025-03-21,2025-03-21,0,Hyderabad,Central,Electronics,0.85
AMZ100562,XpressBees,2024-11-24,2024-11-28,2024-11-29,1,Delhi,North,Beauty,0.37
AMZ108379,DTDC,2025-05-16,2025-05-20,2025-05-21,1,Kochi,West,Books,0.16
AMZ107425,Ekart,2025-02-09,2025-02-14,2025-02-15,1,Chennai,East,Home & Kitchen,0.48
AMZ103012,Delhivery,2024-09-09,2024-09-13,2024-09-14,1,Delhi,North,Clothing,0.95
AMZ101742,,2024-07-26,2024-07-29,2024-07-30,1,Kochi,North,Grocery,2.42
AMZ105646,Delhivery,2024-08-25,2024-08-26,2024-08-28,2,Mumbai,West,Electronics,0.66
AMZ108240,Shiprocket,2024-03-21,2024-03-22,2024-03-27,5,Ahmedabad,East,Books,1.05
AMZ107047,Amazon Logistics,2025-09-19,2025-09-22,2025-09-22,0,Delhi,North,Grocery,0.1
AMZ106364,Shiprocket,2024-01-06,2024-01-08,2024-01-08,0,Delhi,South,Electronics,0.1
AMZ107346,BlueDart,2025-09-02,2025-09-06,2025-09-07,1,Kochi,West,Electronics,0.73
AMZ102285,Amazon Logistics,2024-01-27,2024-01-29,2024-02-02,4,Delhi,East,Grocery,0.77
AMZ104379,Ekart,2025-03-17,2025-03-19,2025-03-20,1,Delhi,South,Clothing,1.1
AMZ101818,DTDC,2024-07-04,2024-07-08,2024-07-22,14,Pune,North,Clothing,0.83
AMZ103017,Ekart,2024-04-14,2024-04-16,2024-04-28,12,Mumbai,East,Electronics,0.77
AMZ100762,XpressBees,2024-12-07,2024-12-10,2024-12-12,2,Chennai,North,Electronics,0.1
AMZ107193,Amazon Logistics,2025-03-22,2025-03-26,2025-03-28,2,Hyderabad,East,Electronics,1.47
AMZ108594,Amazon Logistics,,,,1,Kochi,East,Electronics,3.22
AMZ105185,Ekart,2024-03-22,2024-03-25,2024-03-26,1,Hyderabad,Central,Home & Kitchen,0.65
AMZ109539,Amazon Logistics,2024-07-14,2024-07-17,2024-07-21,4,Kolkata,North,Home & Kitchen,0.11
AMZ106084,XpressBees,2025-01-17,2025-01-19,2025-01-21,2,Bangalore,South,Beauty,1.21
AMZ101114,Ekart,2024-07-16,2024-07-26,2024-07-23,-3,Delhi,Central,Clothing,0.36
AMZ100669,Delhivery,2024-09-13,2024-09-16,2024-09-17,1,Hyderabad,South,Grocery,0.31
AMZ103301,Delhivery,2025-05-18,2025-05-20,2025-05-22,2,Mumbai,West,Grocery,0.14
AMZ108374,Delhivery,2025-01-09,2025-01-15,2025-01-17,2,Delhi,East,Books,0.11
AMZ101206,Amazon Logistics,2025-02-11,2025-02-12,2025-02-11,-1,Pune,East,Beauty,0.14
AMZ103664,Ekart,2024-09-11,2024-09-14,2024-09-21,7,Bangalore,South,Books,0.74
AMZ104992,BlueDart,2024-09-29,2024-10-01,2024-10-02,1,Bangalore,North,Home & Kitchen,0.13
AMZ103077,XpressBees,2025-07-06,2025-07-07,2025-07-08,1,Kolkata,East,Beauty,0.92
AMZ106254,Delhivery,2025-05-02,2025-05-03,2025-05-04,1,Kochi,South,Beauty,0.13
AMZ108806,Ekart,2025-07-12,2025-07-14,2025-07-14,0,Bangalore,North,Clothing,1.33
AMZ102502,BlueDart,2024-08-23,2024-08-25,2024-08-22,-3,Kolkata,South,Clothing,2.36
AMZ100176,Delhivery,2024-04-26,2024-04-27,2024-04-28,1,Delhi,South,Grocery,0.64
AMZ109597,XpressBees,2024-05-28,2024-05-30,2024-05-31,1,Kochi,North,Toys,1.14
AMZ109471,Shiprocket,2024-10-06,2024-10-08,2024-10-09,1,Kolkata,South,Home & Kitchen,0.43
AMZ101295,BlueDart,2024-04-15,2024-04-17,2024-04-17,0,Udupi,West,Electronics,1.92
AMZ105688,Ekart,2024-02-23,2024-02-26,2024-02-26,0,Bangalore,South,Electronics,1.36
AMZ103730,XpressBees,2025-04-26,2025-05-03,2025-05-05,2,Pune,North,Grocery,0.33
AMZ106781,GATI,2025-04-27,2025-04-30,2025-05-04,4,Hyderabad,Central,Grocery,0.1
AMZ105778,BlueDart,2024-11-09,2024-11-14,2024-11-17,3,Hyderabad,East,Home & Kitchen,0.22
AMZ105731,Ekart,2025-04-29,2025-05-06,2025-05-08,2,Udupi,North,Clothing,0.1
AMZ102242,Ekart,2025-09-18,2025-09-21,2025-09-24,3,Hyderabad,North,Toys,0.97
AMZ100410,Amazon Logistics,2025-11-02,2025-11-04,2025-11-07,3,Ahmedabad,Central,Grocery,1.95
AMZ108648,BlueDart,2024-05-02,2024-05-04,2024-05-05,1,Bangalore,Central,Books,1.91
AMZ106279,Shiprocket,2024-11-23,2024-11-25,2024-11-25,0,Pune,North,Home & Kitchen,0.1
AMZ102434,XpressBees,2025-07-12,2025-07-16,2025-07-17,1,Delhi,East,Electronics,0.52
AMZ103383,Ekart,2025-10-08,2025-10-09,2025-10-14,5,Mumbai,Central,Beauty,1.2
AMZ107532,Shiprocket,2024-02-27,2024-03-01,2024-03-03,2,Bangalore,North,Electronics,0.86
AMZ107698,Ekart,2024-01-16,2024-01-30,2024-01-30,0,Mumbai,North,Electronics,0.22
